"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
dna_quality_260_230_07,dna_information,,text,"[sample_id_07] - DNA quality (ratio 260/230)",,,,,,,"[sample_id_07] >""""",,,,,,
dna_prep_date_07,dna_information,,text,"[sample_id_07] - Date of DNA preparation",,,date_ymd,,,,"[sample_id_07] >""""",,,,,,
info_sample_id_08,dna_information,,descriptive,"<div class=""rich-text-field-label""><p><br />[sample_id_08]</p> <p>?</p></div>",,,,,,,"[sample_id_08] >""""",,,,,,
dna_concentration_08,dna_information,,text,"[sample_id_08] - DNA concentration (ng/ul)",,,,,,,"[sample_id_08] >""""",,,,,,
dna_amount_08,dna_information,,text,"[sample_id_08] - DNA quantity (ug)",,,,,,,"[sample_id_08] >""""",,,,,,
dna_quality_260_280_08,dna_information,,text,"[sample_id_08] - DNA quality (ratio 260/280)",,,,,,,"[sample_id_08] >""""",,,,,,
dna_quality_260_230_08,dna_information,,text,"[sample_id_08] - DNA quality (ratio 260/230)",,,,,,,"[sample_id_08] >""""",,,,,,
dna_prep_date_08,dna_information,,text,"[sample_id_08] - Date of DNA preparation",,,date_ymd,,,,"[sample_id_08] >""""",,,,,,
dna_note,dna_information,,notes,Note,,,,,,,,,,,,,
dna_info_data_ent,dna_information,,text,"Date of last data entry<div class='note'>DNA Informations</div>",,,date_ymd,,,,,,,,,," @TODAY-SERVER"
case_solved,case_solved,,dropdown,"Case solved<div class='note'>(genetically)</div>","1, Yes",,,,,,,,,,,,
case_solved_data_ent,case_solved,,text,"Date of last data entry<div class='note'>Case solved</div>",,,date_ymd,,,,,,,,,," @TODAY-SERVER"
ataxia_ignore,ataxia,,descriptive,"<div class=""rich-text-field-label""><p> </p> <p><span style=""color: #e03e2d;"">Please ignore this questionnaire if you have <span style=""text-decoration: underline;"">not</span> clicked on ataxia for syndrome and select complete!</span></p> <p> </p></div>",,,,,,,"[other_syndromes] <> '4'",,,,,,
ataxia_diagnosis,ataxia,,notes,Diagnosis,,,,,,,"[other_syndromes] = '4'",,,,,,
sara_headline,ataxia,,descriptive,"<div class=""rich-text-field-label""><p> </p> <p style=""font-size: 14pt;""><span style=""background-color: #fbeeb8;"">Scale for the assessment and rating of ataxia (SARA) - 5th version</span></p> <p> </p></div>",,,,,,,"[other_syndromes] = '4'",,,,,,
sara_date,ataxia,,text,"Date of exam",,"Use 01 (Jan) as month or 01 as day if said information is missing.",date_ymd,,,,"[other_syndromes] = '4'",,,,,,
sara_age,ataxia,,text,"Age at exam",,"(age in years)",number,,,,"[other_syndromes] = '4'",,,,,,
sara_gait,ataxia,,radio,"<div class=""rich-text-field-label""><p>1) Gait<br /><br /><span style=""font-weight: normal;"">Proband is asked (1) to walk at a safe distance parallel to</span><br /><span style=""font-weight: normal;"">a wall including a half-turn (turn around to face the</span><br /><span style=""font-weight: normal;"">opposite direction of gait) and (2) to walk in tandem</span><br /><span style=""font-weight: normal;"">(heels to toes) without support</span></p></div>","0, (0) Normal, no difficulties in walking, turning and walking tandem (up to one misstep allowed) | 1, (1) Slight difficulties, only visible when walking 10 consecutive steps in tandem | 2, (2) Clearly abnormal, tandem walking >10 steps not possible | 3, (3) Considerable staggering, difficulties in half-turn, but without support | 4, (4) Marked staggering, intermittent support of the wall required | 5, (5) Severe staggering, permanent support of one stick or light support by one arm required | 6, (6) Walking > 10 m only with strong support (two special sticks or stroller or accompanying person) | 7, (7) Walking < 10 m only with strong support (two special sticks or stroller or accompanying person) | 8, (8) Unable to walk, even supported",,,,,,"[other_syndromes] = '4'",,,,,,
sara_stance,ataxia,,radio,"<div class=""rich-text-field-label""><p>2) Stance<br /><br /><span style=""font-weight: normal;"">Proband is asked to stand (1) in natural position, (2) with</span><br /><span style=""font-weight: normal;"">feet together in parallel (big toes touching each other) and</span><br /><span style=""font-weight: normal;"">(3) in tandem (both feet on one line, no space between</span><br /><span style=""font-weight: normal;"">heel and toe). Proband does not wear shoes, eyes are</span><br /><span style=""font-weight: normal;"">open. For each condition, three trials are allowed. Best</span><br /><span style=""font-weight: normal;"">trial is rated.</span></p></div>","0, (0) Normal, able to stand in tandem for > 10 s | 1, (1) Able to stand with feet together without sway, but not in tandem for > 10s | 2, (2) Able to stand with feet together for > 10 s, but only with sway | 3, (3) Able to stand for > 10 s without support in natural position, but not with feet together | 4, (4) Able to stand for >10 s in natural position only with intermittent support | 5, (5) Able to stand >10 s in natural position only with constant support of one arm | 6, (6) Unable to stand for >10 s even with constant support of one arm",,,,,,"[other_syndromes] = '4'",,,,,,
sara_sitting,ataxia,,radio,"<div class=""rich-text-field-label""><p>3) Sitting<br /><br /><span style=""font-weight: normal;"">Proband is asked to sit on an examination bed without</span><br /><span style=""font-weight: normal;"">support of feet, eyes open and arms outstretched to the</span><br /><span style=""font-weight: normal;"">front.</span></p></div>","0, (0) Normal, no difficulties sitting >10 sec | 1, (1) Slight difficulties, intermittent sway | 2, (2) Constant sway, but able to sit > 10 s without support | 3, (3) Able to sit for > 10 s only with intermittent support | 4, (4) Unable to sit for >10 s without continuous support",,,,,,"[other_syndromes] = '4'",,,,,,
sara_speech_disturb,ataxia,,radio,"<div class=""rich-text-field-label""><p>4) Speech disturbance<br /><br /><span style=""font-weight: normal;"">Speech is assessed during normal conversation.</span></p></div>","0, (0) Normal | 1, (1) Suggestion of speech disturbance | 2, (2) Impaired speech, but easy to understand | 3, (3) Occasional words difficult to understand | 4, (4) Many words difficult to understand | 5, (5) Only single words understandable | 6, (6) Speech unintelligible / anarthria",,,,,,"[other_syndromes] = '4'",,,,,,
sara_finger_chase_right,ataxia,,radio,"<div class=""rich-text-field-label""><p>5) Finger chase - <span style=""text-decoration: underline;"">right side</span><br /><br /><span style=""font-weight: normal;"">Proband sits comfortably. If necessary, support of feet</span><br /><span style=""font-weight: normal;"">and trunk is allowed. Examiner sits in front of proband</span><br /><span style=""font-weight: normal;"">and performs 5 consecutive sudden and fast pointing</span><br /><span style=""font-weight: normal;"">movements in unpredictable directions in a frontal plane,</span><br /><span style=""font-weight: normal;"">at about 50 % of proband?s reach. Movements have an</span><br /><span style=""font-weight: normal;"">amplitude of 30 cm and a frequency of 1 movement</span><br /><span style=""font-weight: normal;"">every 2 s. Proband is asked to follow the movements</span><br /><span style=""font-weight: normal;"">with his index finger, as fast and precisely as possible.</span><br /><span style=""font-weight: normal;"">Average performance of last 3 movements is rated.</span></p></div>","0, (0) No dysmetria | 1, (1) Dysmetria, under/ overshooting target <5 cm | 2, (2) Dysmetria, under/ overshooting target < 15 cm | 3, (3) Dysmetria, under/ overshooting target > 15 cm | 4, (4) Unable to perform 5 pointing movements",,,,,,"[other_syndromes] = '4'",,,,,,
sara_finger_chase_left,ataxia,,radio,"<div class=""rich-text-field-label""><p>5) Finger chase - <span style=""text-decoration: underline;"">left side</span><br /><br /><span style=""font-weight: normal;"">Proband sits comfortably. If necessary, support of feet</span><br /><span style=""font-weight: normal;"">and trunk is allowed. Examiner sits in front of proband</span><br /><span style=""font-weight: normal;"">and performs 5 consecutive sudden and fast pointing</span><br /><span style=""font-weight: normal;"">movements in unpredictable directions in a frontal plane,</span><br /><span style=""font-weight: normal;"">at about 50 % of proband?s reach. Movements have an</span><br /><span style=""font-weight: normal;"">amplitude of 30 cm and a frequency of 1 movement</span><br /><span style=""font-weight: normal;"">every 2 s. Proband is asked to follow the movements</span><br /><span style=""font-weight: normal;"">with his index finger, as fast and precisely as possible.</span><br /><span style=""font-weight: normal;"">Average performance of last 3 movements is rated.</span></p></div>","0, (0) No dysmetria | 1, (1) Dysmetria, under/ overshooting target < 5 cm | 2, (2) Dysmetria, under/ overshooting target < 15 cm | 3, (3) Dysmetria, under/ overshooting target > 15 cm | 4, (4) Unable to perform 5 pointing movements",,,,,,"[other_syndromes] = '4'",,,,,,
sara_finger_score_avarage,ataxia,,calc,"<div class=""rich-text-field-label""><p>Finger chase score avarage<br /><span style=""font-weight: normal;"">mean of both sides (R+L)/2</span></p></div>","sum([sara_finger_chase_right],[sara_finger_chase_left])/2",,,,,,"[other_syndromes] = '4'",,,,,,
sara_nose_finger_right,ataxia,,radio,"<div class=""rich-text-field-label""><p>6) Nose-finger test - <span style=""text-decoration: underline;"">right side</span><br /><br /><span style=""font-weight: normal;"">Proband sits comfortably. If necessary, support of feet</span><br /><span style=""font-weight: normal;"">and trunk is allowed. Proband is asked to point repeatedly</span><br /><span style=""font-weight: normal;"">with his index finger from his nose to examiner?s finger</span><br /><span style=""font-weight: normal;"">which is in front of the proband at about 90 % of</span><br /><span style=""font-weight: normal;"">proband?s reach. Movements are performed at moderate</span><br /><span style=""font-weight: normal;"">speed. Average performance of movements is rated</span><br /><span style=""font-weight: normal;"">according to the amplitude of the kinetic tremor.</span></p></div>","0, (0) No tremor | 1, (1) Tremor with an amplitude < 2 cm | 2, (2) Tremor with an amplitude < 5 cm | 3, (3) Tremor with an amplitude > 5 cm | 4, (4) Unable to perform 5 pointing movements",,,,,,"[other_syndromes] = '4'",,,,,,
sara_nose_finger_left,ataxia,,radio,"<div class=""rich-text-field-label""><p>6) Nose-finger test - left<span style=""text-decoration: underline;""> side</span><br /><br /><span style=""font-weight: normal;"">Proband sits comfortably. If necessary, support of feet</span><br /><span style=""font-weight: normal;"">and trunk is allowed. Proband is asked to point repeatedly</span><br /><span style=""font-weight: normal;"">with his index finger from his nose to examiner?s finger</span><br /><span style=""font-weight: normal;"">which is in front of the proband at about 90 % of</span><br /><span style=""font-weight: normal;"">proband?s reach. Movements are performed at moderate</span><br /><span style=""font-weight: normal;"">speed. Average performance of movements is rated</span><br /><span style=""font-weight: normal;"">according to the amplitude of the kinetic tremor.</span></p></div>","0, (0) No tremor | 1, (1) Tremor with an amplitude < 2 cm | 2, (2) Tremor with an amplitude < 5 cm | 3, (3) Tremor with an amplitude > 5 cm | 4, (4) Unable to perform 5 pointing movements",,,,,,"[other_syndromes] = '4'",,,,,,
sara_nose_score_avarage,ataxia,,calc,"<div class=""rich-text-field-label""><p>Nose-finger test score avarage<br /><span style=""font-weight: normal;"">mean of both sides (R+L)/2</span></p></div>","sum([sara_nose_finger_right],[sara_nose_finger_left])/2",,,,,,"[other_syndromes] = '4'",,,,,,
sara_hand_move_right,ataxia,,radio,"<div class=""rich-text-field-label""><p>7) Fast alternating hand movements - <span style=""text-decoration: underline;"">right side</span><br /><br /><span style=""font-weight: normal;"">Proband sits comfortably. If necessary, support of feet</span><br /><span style=""font-weight: normal;"">and trunk is allowed. Proband is asked to perform 10</span><br /><span style=""font-weight: normal;"">cycles of repetitive alternation of pro- and supinations of</span><br /><span style=""font-weight: normal;"">the hand on his/her thigh as fast and as precise as</span><br /><span style=""font-weight: normal;"">possible. Movement is demonstrated by examiner at a</span><br /><span style=""font-weight: normal;"">speed of approx. 10 cycles within 7 s. Exact times for</span><br /><span style=""font-weight: normal;"">movement execution have to be taken.</span></p></div>","0, (0) Normal, no irregularities (performs < 10s) | 1, (1) Slightly irregular (performs < 10s) | 2, (2) Clearly irregular, single movements difficult to distinguish or relevant interruptions, but performs < 10s | 3, (3) Very irregular, single movements difficult to distinguish or relevant interruptions, performs >10s | 4, (4) Unable to complete 10 cycles",,,,,,"[other_syndromes] = '4'",,,,,,
sara_hand_move_left,ataxia,,radio,"<div class=""rich-text-field-label""><p>7) Fast alternating hand movements - <span style=""text-decoration: underline;"">left side</span><br /><br /><span style=""font-weight: normal;"">Proband sits comfortably. If necessary, support of feet</span><br /><span style=""font-weight: normal;"">and trunk is allowed. Proband is asked to perform 10</span><br /><span style=""font-weight: normal;"">cycles of repetitive alternation of pro- and supinations of</span><br /><span style=""font-weight: normal;"">the hand on his/her thigh as fast and as precise as</span><br /><span style=""font-weight: normal;"">possible. Movement is demonstrated by examiner at a</span><br /><span style=""font-weight: normal;"">speed of approx. 10 cycles within 7 s. Exact times for</span><br /><span style=""font-weight: normal;"">movement execution have to be taken.</span></p></div>","0, (0) Normal, no irregularities (performs < 10s) | 1, (1) Slightly irregular (performs < 10s) | 2, (2) Clearly irregular, single movements difficult to distinguish or relevant interruptions, but performs < 10s | 3, (3) Very irregular, single movements difficult to distinguish or relevant interruptions, performs >10s | 4, (4) Unable to complete 10 cycles",,,,,,"[other_syndromes] = '4'",,,,,,
sara_hand_score_avarage,ataxia,,calc,"<div class=""rich-text-field-label""><p>Fast alternating hand movements score avarage<br /><span style=""font-weight: normal;"">mean of both sides (R+L)/2</span></p></div>","sum([sara_hand_move_right],[sara_hand_move_left])/2",,,,,,"[other_syndromes] = '4'",,,,,,
sara_heel_shin_right,ataxia,,radio,"<div class=""rich-text-field-label""><p>8) Heel-shin slide - <span style=""text-decoration: underline;"">right side</span><br /><br /><span style=""font-weight: normal;"">Proband lies on examination bed, without sight of his</span><br /><span style=""font-weight: normal;"">legs. Proband is asked to lift one leg, point with the heel</span><br /><span style=""font-weight: normal;"">to the opposite knee, slide down along the shin to the</span><br /><span style=""font-weight: normal;"">ankle, and lay the leg back on the examination bed. The</span><br /><span style=""font-weight: normal;"">task is performed 3 times. Slide-down movements should</span><br /><span style=""font-weight: normal;"">be performed within 1 s. If proband slides down without</span><br /><span style=""font-weight: normal;"">contact to shin in all three trials, rate 4.</span></p></div>","0, (0) Normal | 1, (1) Slightly abnormal, contact to shin maintained | 2, (2) Clearly abnormal, goes off shin up to 3 times during 3 cycles | 3, (3) Severely abnormal, goes off shin 4 or more times during 3 cycles | 4, (4) Unable to perform the task",,,,,,"[other_syndromes] = '4'",,,,,,
sara_heel_shin_left,ataxia,,radio,"<div class=""rich-text-field-label""><p>8) Heel-shin slide - <span style=""text-decoration: underline;"">left side</span><br /><br /><span style=""font-weight: normal;"">Proband lies on examination bed, without sight of his</span><br /><span style=""font-weight: normal;"">legs. Proband is asked to lift one leg, point with the heel</span><br /><span style=""font-weight: normal;"">to the opposite knee, slide down along the shin to the</span><br /><span style=""font-weight: normal;"">ankle, and lay the leg back on the examination bed. The</span><br /><span style=""font-weight: normal;"">task is performed 3 times. Slide-down movements should</span><br /><span style=""font-weight: normal;"">be performed within 1 s. If proband slides down without</span><br /><span style=""font-weight: normal;"">contact to shin in all three trials, rate 4.</span></p></div>","0, (0) Normal | 1, (1) Slightly abnormal, contact to shin maintained | 2, (2) Clearly abnormal, goes off shin up to 3 times during 3 cycles | 3, (3) Severely abnormal, goes off shin 4 or more times during 3 cycles | 4, (4) Unable to perform the task",,,,,,"[other_syndromes] = '4'",,,,,,
sara_heel_score_avarage,ataxia,,calc,"<div class=""rich-text-field-label""><p>Heel-shin slide score avarage<br /><span style=""font-weight: normal;"">mean of both sides (R+L)/2</span></p></div>","sum([sara_heel_shin_right],[sara_heel_shin_left])/2",,,,,,"[other_syndromes] = '4'",,,,,,
sara_score,ataxia,,calc,"SARA Score Total","sum([sara_gait],[sara_stance],[sara_sitting],[sara_speech_disturb], [sara_finger_score_avarage],[sara_hand_score_avarage],[sara_nose_score_avarage],[sara_heel_score_avarage])",,,,,,"[other_syndromes] = '4'",,,,,,
inas_headline,ataxia,,descriptive,"<div class=""rich-text-field-label""><p> </p> <p style=""font-size: 14pt;""><span style=""background-color: #fbeeb8;"">Inventory of Non-Ataxia Symptoms (INAS) 6th version</span></p> <p> </p></div>",,,,,,,"[other_syndromes] = '4'",,,,,,
inas_date,ataxia,,text,"Date of exam",,"Use 01 (Jan) as month or 01 as day if said information is missing.",date_ymd,,,,"[other_syndromes] = '4'",,,,,,
inas_age,ataxia,,text,"Age at exam",,"(age in years)",number,,,,"[other_syndromes] = '4'",,,,,,
inas_part_one_headline,ataxia,,descriptive,"<div class=""rich-text-field-label""><p>Part one: clinical findings</p> <p><span style=""font-weight: normal;"">Please report the (undoubtful) occurrence of signs also if abnormal findings occur only on one side</span></p> <p>NA<span style=""font-weight: normal;"">: not assessed / no information available </span>Mod<span style=""font-weight: normal;"">: moderate</span></p></div>",,,,,,,"[other_syndromes] = '4'",,,,,,
inas_1_biceps,ataxia,Reflexes,radio,"<span style=""font-weight: normal;"">1. Biceps (BTR)","0, (0) normal | 1, (1) hyperreflexia | 2, (2) areflexia | 998, NA",,,,,,"[other_syndromes] = '4'",,,,inas_reflexes,,
inas_2_patellar,ataxia,,radio,"<span style=""font-weight: normal;"">2. Patellar (PTR)","0, (0) normal | 1, (1) hyperreflexia | 2, (2) areflexia | 998, NA",,,,,,"[other_syndromes] = '4'",,,,inas_reflexes,,
iinas_3_achilles,ataxia,,radio,"<span style=""font-weight: normal;"">3. Achilles (ATR)","0, (0) normal | 1, (1) hyperreflexia | 2, (2) areflexia | 998, NA",,,,,,"[other_syndromes] = '4'",,,,inas_reflexes,,
inas_4_extensor,ataxia,,radio,"<span style=""font-weight: normal;"">4. Extensor plantar reflex","0, (0) normal | 1, (1) hyperreflexia | 2, (2) areflexia | 998, NA",,,,,,"[other_syndromes] = '4'",,,,inas_reflexes,,
